cliente_id,idade,genero,regiao,perfil_risco,renda_mensal,produto_id,nome_produto,tipo_produto,taxa_administracao,risco_produto,data_investimento,valor_investido,rentabilidade_percentual,status_investimento,valor_final
1540,74,F,Sul,moderado,7305.35,152,FII Alpha,Ações,2.12,Médio,2025-06-28,1207.99,-2.82,Resgatado,1173.92
1541,72,Feminino,Centro-Oeste,Moderado,5404.79,108,Ação Beta,Cripto,0.58,Alto,2024-12-20,9424.03,44.62,Resgatado,13629.03
1542,20,F,Centro-Oeste,moderado,6938.22,145,Ação Beta,Ações,1.1,Alto,2022-03-09,14175.27,35.35,Resgatado,19186.23
1543,41,Masculino,Sudeste,Conservador,10002.96,191,Ação Beta,Ações,1.59,Baixo,2022-09-10,41195.71,2.59,Resgatado,42262.68
1544,40,M,Nordeste,Conservador,11615.64,190,Ação Beta,Cripto,2.01,Médio,2024-04-08,46640.6,-28.67,Ativo,49903.11
1545,25,Outro,Centro-Oeste,Conservador,6792.95,106,Renda Fixa Gama,Renda Fixa,1.61,Alto,2024-06-02,32660.03,78.11,Ativo,58170.78
1546,71,Masculino,Sudeste,Conservador,3450.8,143,Cripto Delta,FII,0.33,Médio,2023-09-16,4857.84,-24.17,Resgatado,3683.7
1547,74,Masculino,Sul,Conservador,7558.27,113,FII Alpha,Cripto,1.4,Alto,2024-12-26,25226.46,30.17,Resgatado,32837.28
1548,64,F,Sudeste,Conservador,2905.89,174,Cripto Delta,Ações,2.22,Baixo,2023-05-30,43022.6,63.72,Ativo,70436.6
1549,54,Feminino,Sudeste,Conservador,4438.95,195,FII Alpha,Ações,2.18,Alto,2024-10-02,18428.19,,Resgatado,25489.87
1550,20,M,Sudeste,moderado,4724.53,191,FII Alpha,Renda Fixa,1.5,Médio,2023-09-07,3731.05,34.56,Resgatado,5020.5
1551,68,Outro,Sudeste,moderado,11102.94,105,FII Alpha,Cripto,2.49,Médio,2022-06-04,39089.24,48.66,Ativo,58110.06
1552,50,Masculino,Centro-Oeste,moderado,9571.77,134,FII Alpha,Cripto,0.35,Baixo,2025-09-20,33027.42,3.89,Resgatado,34312.19
1553,45,Outro,Nordeste,moderado,9054.07,169,Renda Fixa Gama,Ações,1.25,Baixo,2024-04-25,23615.08,12.86,Resgatado,26651.98
1554,64,Feminino,Sudeste,Moderado,8051.93,160,Renda Fixa Gama,Cripto,1.96,Alto,2023-01-23,42565.4,-20.7,Ativo,33754.36
1555,25,Feminino,Norte,Moderado,3728.98,123,FII Alpha,Ações,0.44,Alto,2022-01-04,42560.76,-29.48,Ativo,30013.85
1556,51,Outro,Sul,Agressivo,6590.54,172,FII Alpha,Ações,2.43,Médio,2024-09-11,35197.49,-0.9,Ativo,34880.71
1557,52,M,Sul,Moderado,10594.79,101,Ação Beta,Ações,0.95,Alto,2023-01-15,47144.76,,Ativo,75228.89
1558,49,Feminino,Sul,moderado,7118.84,177,FII Alpha,FII,0.94,Baixo,2022-02-02,22970.23,37.28,Resgatado,31533.53
1559,41,Outro,Sul,moderado,8575.37,150,Cripto Delta,Ações,0.61,Alto,2024-10-31,36581.98,-14.66,Ativo,31219.06
1560,31,Masculino,Sul,Conservador,1975.43,130,Renda Fixa Gama,Renda Fixa,0.79,Baixo,2023-12-17,41618.75,16.91,Ativo,48656.48
1561,49,Outro,Sudeste,Conservador,7804.69,193,Cripto Delta,Cripto,1.49,Médio,2022-07-04,31961.92,-27.85,Resgatado,23060.53
1562,73,Outro,Nordeste,Agressivo,3364.17,126,Ação Beta,FII,1.13,Alto,2025-03-23,27878.96,58.25,Resgatado,44118.45
1563,63,F,Norte,Moderado,5447.74,199,Renda Fixa Gama,Cripto,0.56,Baixo,2024-05-05,36733.91,20.72,Resgatado,44345.18
1564,60,Feminino,Centro-Oeste,moderado,9555.08,130,Ação Beta,Renda Fixa,2.04,Alto,2024-07-10,18048.01,0.46,Ativo,18131.03
1565,33,M,Norte,Moderado,6867.91,169,Ação Beta,FII,0.25,Baixo,2023-11-25,18638.3,54.49,Resgatado,28794.31
1566,21,M,Centro-Oeste,Agressivo,8037.54,142,Cripto Delta,Cripto,2.1,Baixo,2023-05-27,48842.36,76.74,Ativo,86323.99
1567,69,F,Centro-Oeste,Conservador,5537.55,181,FII Alpha,FII,0.76,Baixo,2023-10-29,6382.47,14.35,Ativo,7298.35
1568,54,M,Norte,moderado,1184.97,151,Renda Fixa Gama,Ações,1.29,Alto,2025-06-05,42178.86,54.2,Resgatado,65039.8
1569,71,Outro,Sudeste,Conservador,3661.79,113,Renda Fixa Gama,Ações,1.01,Baixo,2023-04-20,39542.92,5.34,Ativo,41654.51
1570,38,F,Sul,moderado,7700.61,158,FII Alpha,Cripto,1.47,Alto,2022-04-12,3180.93,53.38,Resgatado,4878.91
1571,31,Masculino,Sudeste,Conservador,6836.78,119,Cripto Delta,Renda Fixa,2.01,Baixo,2022-09-15,35323.37,76.16,Resgatado,62225.65
1572,48,Feminino,Sul,Conservador,10156.09,151,Ação Beta,FII,2.47,Baixo,2022-03-13,5147.23,41.54,Ativo,7285.39
1573,72,Feminino,Nordeste,Agressivo,6316.51,174,Cripto Delta,FII,0.83,Alto,2022-12-26,10919.82,-3.72,Ativo,10513.6
1574,65,Feminino,Centro-Oeste,Moderado,3767.99,139,Ação Beta,Cripto,1.43,Alto,2024-06-02,47931.6,45.91,Ativo,69937.0
1575,35,Outro,Norte,Conservador,5935.44,167,Renda Fixa Gama,Ações,1.22,Alto,2024-09-28,18426.45,62.91,Resgatado,30018.53
1576,24,Masculino,Nordeste,moderado,8494.57,143,FII Alpha,FII,2.5,Médio,2025-06-18,3311.69,14.41,Resgatado,3788.9
1577,27,F,Sul,Moderado,1607.26,105,FII Alpha,Ações,2.04,Médio,2022-04-25,26299.31,38.42,Resgatado,36403.5
1578,24,F,Sudeste,Moderado,6864.12,186,Renda Fixa Gama,Ações,1.05,Médio,2023-07-31,10717.46,-2.22,Ativo,10479.53
1579,50,Feminino,Norte,Conservador,2848.77,156,Ação Beta,Renda Fixa,1.24,Baixo,2025-12-04,21603.3,20.0,Resgatado,25923.96
1580,40,Masculino,Centro-Oeste,Conservador,6406.78,157,Cripto Delta,Ações,0.69,Baixo,2025-12-21,5532.07,-11.76,Ativo,4881.5
1581,38,Masculino,Nordeste,Conservador,7816.11,171,Ação Beta,Ações,1.91,Baixo,2023-07-01,5250.46,61.91,Resgatado,12751.53
1582,36,Masculino,Centro-Oeste,Moderado,7379.68,129,FII Alpha,FII,2.13,Alto,2025-03-09,25455.08,-19.36,Ativo,20526.98
1583,65,M,Sul,Agressivo,9350.97,199,Cripto Delta,Renda Fixa,2.42,Médio,2022-11-04,17125.93,-23.86,Resgatado,13039.68
1584,36,M,Centro-Oeste,Conservador,6626.83,151,Cripto Delta,Renda Fixa,1.46,Baixo,2024-02-26,8185.88,28.78,Resgatado,10541.78
1585,53,Feminino,Sudeste,Moderado,7283.96,110,Ação Beta,Cripto,1.71,Alto,2023-01-27,29228.37,34.07,Resgatado,39186.48
1586,46,Masculino,Nordeste,Moderado,7371.38,146,Ação Beta,Cripto,1.17,Médio,2022-03-28,3578.51,71.01,Resgatado,6119.61
1587,35,Masculino,Nordeste,moderado,3575.69,104,Ação Beta,Cripto,1.56,Médio,2025-03-08,37760.57,-7.64,Ativo,34875.66
1588,19,F,Sudeste,Conservador,5681.3,102,Cripto Delta,Renda Fixa,0.94,Alto,2025-11-03,3041.24,55.58,Resgatado,4731.56
1589,18,F,Centro-Oeste,Agressivo,-147.47,114,Renda Fixa Gama,Ações,1.87,Baixo,2024-12-02,48533.37,40.85,Resgatado,68359.25
1590,64,Feminino,Sudeste,moderado,6942.2,101,Cripto Delta,Renda Fixa,0.15,Médio,2024-05-15,36913.42,51.58,Ativo,55953.36
1591,22,Masculino,Norte,Conservador,-878.95,101,FII Alpha,Ações,0.17,Baixo,2024-12-28,44912.03,-12.68,Resgatado,39217.18
1592,37,Feminino,Sudeste,moderado,8122.74,171,Renda Fixa Gama,Cripto,1.82,Baixo,2022-06-02,22277.48,19.11,Resgatado,26534.71
1593,28,F,Centro-Oeste,Conservador,10133.28,153,Renda Fixa Gama,Cripto,2.33,Baixo,2023-04-17,3375.01,9.17,Resgatado,3684.5
1594,59,F,Sudeste,moderado,7246.82,145,Ação Beta,Ações,1.62,Baixo,2023-10-26,11857.29,46.95,Resgatado,17424.29
1595,19,M,Sul,Agressivo,7632.69,193,Cripto Delta,Ações,1.84,Baixo,2023-09-10,48569.2,35.29,Resgatado,65709.27
1596,20,Feminino,Sudeste,moderado,9012.18,140,FII Alpha,Cripto,2.08,Baixo,2022-10-17,31135.13,76.43,Ativo,54931.71
1597,40,Feminino,Sudeste,moderado,4912.92,168,Cripto Delta,Ações,0.97,Baixo,2024-07-26,11779.65,-14.74,Ativo,10043.33
1598,72,Masculino,Centro-Oeste,moderado,2818.76,129,Ação Beta,Renda Fixa,0.36,Alto,2024-05-20,24399.47,22.09,Ativo,29789.31
1599,29,Masculino,Norte,Conservador,5785.03,143,Cripto Delta,Cripto,2.34,Baixo,2025-02-08,16213.35,46.32,Ativo,23723.37
1600,37,M,Norte,Conservador,4092.69,109,FII Alpha,Renda Fixa,2.35,Baixo,2025-07-15,24741.03,10.57,Ativo,27356.16
1601,22,Outro,Centro-Oeste,Agressivo,6191.91,196,Ação Beta,Cripto,1.16,Médio,2025-12-07,41912.9,,Ativo,71901.58
1602,54,Outro,Centro-Oeste,moderado,6636.85,187,Cripto Delta,FII,0.62,Médio,2023-04-22,11516.5,63.78,Ativo,18861.72
1603,55,Outro,Centro-Oeste,Moderado,4804.45,182,FII Alpha,Renda Fixa,2.24,Baixo,2025-09-20,20254.86,66.02,Ativo,33627.12
1604,47,Feminino,Sul,moderado,4215.7,129,FII Alpha,FII,1.8,Médio,2023-01-22,22581.45,36.99,Resgatado,30934.33
1605,26,Feminino,Nordeste,Moderado,614.67,188,Ação Beta,Cripto,0.12,Alto,2025-09-21,29559.14,21.89,Resgatado,36029.64
1606,51,F,Sudeste,Moderado,5577.96,174,Ação Beta,Renda Fixa,0.36,Alto,2023-04-12,4347.56,10.47,Resgatado,4802.75
1607,70,Feminino,Centro-Oeste,moderado,4907.88,148,Renda Fixa Gama,Renda Fixa,2.46,Alto,2025-06-18,10747.07,-16.83,Ativo,8938.34
1608,61,Feminino,Centro-Oeste,Moderado,5085.15,134,Renda Fixa Gama,Renda Fixa,0.19,Médio,2022-08-16,20192.72,74.31,Ativo,35197.93
1609,52,Feminino,Centro-Oeste,Moderado,7829.09,164,FII Alpha,Ações,0.78,Alto,2024-09-01,40562.37,-1.0,Ativo,40156.75
1610,69,M,Norte,moderado,10913.19,116,Ação Beta,Renda Fixa,1.42,Alto,2022-03-14,9748.68,58.23,Ativo,15425.34
1611,39,Feminino,Centro-Oeste,Conservador,5107.8,130,Ação Beta,Renda Fixa,0.54,Médio,2022-04-07,44135.43,-28.69,Ativo,31472.98
1612,61,Masculino,Sudeste,moderado,6965.13,169,Cripto Delta,FII,0.66,Baixo,2025-07-05,17288.62,11.96,Resgatado,19356.34
1613,41,Masculino,Centro-Oeste,Agressivo,6635.1,176,Cripto Delta,Renda Fixa,0.95,Baixo,2022-09-20,13065.05,32.82,Resgatado,17353.0
1614,34,F,Sudeste,Moderado,8836.62,151,Cripto Delta,Ações,0.75,Baixo,2024-10-11,20764.42,4.58,Resgatado,21715.43
1615,27,M,Sul,Agressivo,3720.56,125,Cripto Delta,Renda Fixa,2.03,Médio,2022-08-11,27908.53,-8.67,Ativo,25488.86
1616,47,Masculino,Nordeste,Moderado,3646.77,199,Renda Fixa Gama,FII,1.3,Baixo,2023-04-30,36831.72,-22.14,Resgatado,28677.18
1617,73,M,Norte,Conservador,3938.05,104,Cripto Delta,Renda Fixa,0.77,Alto,2022-09-17,24108.63,78.8,Resgatado,43106.23
1618,63,M,Sudeste,Moderado,331.23,113,Ação Beta,Renda Fixa,0.85,Baixo,2022-07-10,40991.15,67.51,Ativo,68664.28
1619,40,F,Sul,moderado,5884.99,150,FII Alpha,FII,0.2,Alto,2022-09-23,41027.77,4.36,Resgatado,42816.58
1620,49,M,Nordeste,Moderado,3368.38,114,FII Alpha,Cripto,0.22,Baixo,2023-07-11,586.13,-28.26,Resgatado,420.49
1621,34,Feminino,Nordeste,Agressivo,6627.94,111,FII Alpha,Renda Fixa,1.82,Baixo,2024-09-08,39683.36,29.46,Ativo,51374.08
1622,67,M,Nordeste,moderado,18.97,145,Renda Fixa Gama,Cripto,0.37,Baixo,2022-08-04,22416.3,5.36,Ativo,23617.81
1623,68,F,Sudeste,Agressivo,5857.48,163,FII Alpha,FII,1.24,Médio,2025-08-16,48370.82,-17.27,Resgatado,60025.770000000004
1624,34,F,Sul,Conservador,5359.57,171,Renda Fixa Gama,FII,2.12,Baixo,2022-05-26,41101.21,56.93,Resgatado,64500.13
1625,31,F,Centro-Oeste,Agressivo,4637.59,158,Renda Fixa Gama,Cripto,0.98,Alto,2023-06-07,19508.35,7.2,Resgatado,31369.425000000003
1626,26,Masculino,Sul,Agressivo,8495.51,194,FII Alpha,Ações,0.93,Alto,2024-01-24,31914.33,77.01,Ativo,56491.56
1627,57,Feminino,Sul,Agressivo,3988.48,125,Renda Fixa Gama,Ações,2.2,Baixo,2025-04-20,10115.07,47.68,Ativo,14937.94
1628,19,Masculino,Sul,moderado,6759.33,128,Cripto Delta,FII,2.18,Médio,2025-02-26,14872.3,62.37,Ativo,24148.15
1629,62,Outro,Sudeste,Conservador,4420.42,103,Cripto Delta,Ações,2.21,Baixo,2023-07-19,10504.22,38.4,Resgatado,14537.84
1630,42,Feminino,Sudeste,Conservador,10147.6,149,Cripto Delta,Ações,1.47,Baixo,2023-12-19,37682.24,31.79,Ativo,49661.42
1631,56,M,Sudeste,Conservador,5657.6,191,Renda Fixa Gama,FII,2.39,Alto,2024-11-22,906.69,17.08,Ativo,1061.55
1632,26,F,Sul,Agressivo,7689.52,124,Cripto Delta,Renda Fixa,2.07,Médio,2023-01-26,20660.02,-20.86,Ativo,16350.34
1633,71,Outro,Sudeste,moderado,7524.23,139,FII Alpha,Renda Fixa,1.1,Alto,2022-03-24,41959.52,51.11,Ativo,63405.03
1634,39,Feminino,Nordeste,moderado,8864.07,131,FII Alpha,Renda Fixa,1.61,Médio,2024-11-14,35599.46,7.38,Resgatado,38226.7
1635,60,Masculino,Sudeste,moderado,6365.21,199,Renda Fixa Gama,Ações,0.39,Baixo,2023-03-29,21376.84,-8.36,Resgatado,19589.74
1636,63,F,Norte,Agressivo,2706.35,174,Renda Fixa Gama,Cripto,1.42,Alto,2025-12-27,31835.65,-17.41,Resgatado,26293.06
1637,21,Masculino,Sudeste,Conservador,7107.45,136,Cripto Delta,Ações,0.73,Baixo,2025-01-02,21874.0,-21.38,Ativo,17197.34
1638,43,Feminino,Sudeste,Agressivo,6692.85,109,Ação Beta,Renda Fixa,0.78,Baixo,2023-03-06,42278.37,22.3,Ativo,77559.67499999999
1639,46,Feminino,Sudeste,moderado,-1590.45,137,FII Alpha,FII,0.4,Alto,2025-11-20,28843.78,62.07,Ativo,46747.11
1640,62,Outro,Sudeste,Agressivo,1820.19,160,Ação Beta,FII,0.96,Baixo,2023-12-03,31814.6,-15.84,Resgatado,26775.17
1641,51,M,Norte,Moderado,7764.85,199,Cripto Delta,FII,1.26,Médio,2024-05-01,49436.75,26.62,Resgatado,62596.81
1642,40,Masculino,Centro-Oeste,Conservador,9550.99,126,Renda Fixa Gama,Ações,1.54,Baixo,2022-08-06,38620.31,,Resgatado,43138.89
1643,54,Outro,Sudeste,Conservador,5793.25,180,Cripto Delta,Cripto,0.83,Médio,2023-04-05,14654.99,29.39,Ativo,18962.09
1644,28,F,Nordeste,moderado,8023.08,106,Ação Beta,Renda Fixa,2.0,Baixo,2025-09-03,38762.22,-23.62,Resgatado,29606.58
1645,23,M,Norte,Agressivo,6272.9,172,Cripto Delta,FII,1.35,Médio,2025-09-03,46460.09,28.86,Resgatado,59868.47
1646,35,Outro,Centro-Oeste,moderado,6091.02,198,Renda Fixa Gama,Renda Fixa,1.63,Alto,2022-06-15,15106.28,30.5,Resgatado,19713.7
1647,38,Masculino,Sudeste,Agressivo,5642.05,108,Ação Beta,Renda Fixa,0.77,Baixo,2022-05-25,40956.32,65.71,Resgatado,67868.72
1648,59,Feminino,Centro-Oeste,Moderado,6201.81,158,Cripto Delta,Ações,2.05,Alto,2023-06-06,12272.16,-8.05,Resgatado,11284.25
1649,53,F,Nordeste,Conservador,6971.01,135,Renda Fixa Gama,FII,1.6,Alto,2023-04-12,21984.65,59.62,Resgatado,35091.9
1650,58,Masculino,Norte,Conservador,4995.71,129,Cripto Delta,Ações,2.17,Médio,2025-08-05,34663.56,52.66,Resgatado,52917.39
1651,55,M,Norte,Agressivo,9116.75,194,Cripto Delta,Renda Fixa,0.48,Baixo,2024-11-26,12554.61,70.59,Ativo,21416.91
1652,51,M,Centro-Oeste,Conservador,3499.49,118,Renda Fixa Gama,Renda Fixa,1.01,Alto,2023-02-16,9771.12,70.42,Resgatado,16651.94
1653,34,Feminino,Sudeste,Agressivo,10252.86,140,Renda Fixa Gama,Renda Fixa,0.37,Baixo,2023-11-17,23395.91,54.28,Ativo,36095.21
1654,54,Feminino,Sul,moderado,5461.27,154,Cripto Delta,FII,0.62,Médio,2023-01-21,39268.48,71.78,Ativo,67455.39
1655,42,F,Norte,Moderado,5869.91,186,FII Alpha,FII,1.05,Alto,2024-07-30,29995.23,-1.52,Ativo,29539.3
1656,55,F,Sul,Agressivo,4430.83,183,Cripto Delta,FII,2.25,Médio,2025-12-16,35210.12,-12.88,Ativo,30675.06
1657,29,Feminino,Norte,Moderado,7023.56,105,Renda Fixa Gama,Renda Fixa,1.44,Alto,2022-02-07,34619.22,0.84,Ativo,34910.02
1658,40,Feminino,Sudeste,moderado,5058.35,187,FII Alpha,Renda Fixa,0.89,Médio,2024-07-07,27452.7,62.39,Resgatado,44580.44
1659,70,M,Sudeste,moderado,4811.44,121,Renda Fixa Gama,Cripto,1.89,Baixo,2022-06-10,16122.7,4.49,Resgatado,16846.61
1660,59,Feminino,Norte,moderado,7532.43,169,Cripto Delta,FII,0.15,Alto,2025-05-26,21374.71,60.05,Ativo,34210.22
1661,39,Outro,Centro-Oeste,Agressivo,8902.94,123,Ação Beta,Renda Fixa,0.99,Alto,2025-06-21,19340.71,10.92,Ativo,21452.72
1662,38,Masculino,Sudeste,Moderado,3394.74,161,Renda Fixa Gama,Renda Fixa,1.54,Baixo,2024-12-02,4413.95,57.95,Resgatado,6971.83
1663,44,Feminino,Sudeste,Moderado,8063.95,141,Renda Fixa Gama,Cripto,1.5,Alto,2022-04-28,44973.88,63.19,Ativo,73392.87
1664,74,F,Nordeste,Conservador,9119.73,121,Ação Beta,Cripto,1.56,Médio,2023-08-29,32271.82,44.57,Ativo,46655.37
1665,48,Outro,Sudeste,Agressivo,1587.52,181,Renda Fixa Gama,Renda Fixa,0.61,Alto,2025-09-09,42930.86,77.75,Ativo,76309.6
1666,23,F,Nordeste,Conservador,3884.82,115,Renda Fixa Gama,FII,0.91,Alto,2022-07-17,38914.99,50.34,Ativo,58504.8
1667,44,Outro,Sudeste,Conservador,9059.58,199,Renda Fixa Gama,Ações,2.34,Alto,2022-09-08,3880.62,-3.03,Resgatado,3763.04
1668,57,Feminino,Sudeste,Agressivo,6932.89,112,Ação Beta,Ações,2.44,Médio,2024-10-13,11207.2,78.29,Ativo,19981.32
1669,51,Masculino,Centro-Oeste,Conservador,10273.23,136,Cripto Delta,Ações,0.85,Baixo,2023-04-13,47561.36,45.22,Ativo,69068.61
1670,29,F,Centro-Oeste,Conservador,5556.73,151,Renda Fixa Gama,FII,1.65,Médio,2024-04-11,23365.56,17.93,Resgatado,27555.0
1671,62,Outro,Sudeste,Conservador,4684.92,123,FII Alpha,Renda Fixa,0.68,Médio,2025-02-22,40691.04,24.11,Resgatado,50501.65
1672,74,M,Norte,moderado,9403.41,182,Cripto Delta,Ações,0.98,Alto,2022-04-14,28986.1,54.27,Resgatado,44716.86
1673,70,Feminino,Norte,Agressivo,3910.97,183,Cripto Delta,Ações,2.0,Alto,2025-06-11,41266.31,52.86,Resgatado,63079.68
1674,24,Masculino,Sudeste,moderado,5389.84,190,FII Alpha,FII,1.3,Baixo,2022-03-14,36863.11,62.52,Resgatado,59909.93
1675,27,Feminino,Norte,Conservador,7398.71,116,FII Alpha,Renda Fixa,2.14,Alto,2022-02-03,14346.71,-3.52,Resgatado,13841.71
1676,62,M,Sudeste,Conservador,7646.16,115,FII Alpha,Renda Fixa,1.61,Médio,2025-10-18,49565.12,74.29,Ativo,86387.05
1677,34,Masculino,Centro-Oeste,moderado,4005.87,100,Ação Beta,FII,1.61,Alto,2025-03-31,24780.79,-1.23,Resgatado,24475.99
1678,43,M,Sul,Conservador,6651.71,184,Renda Fixa Gama,Ações,0.18,Alto,2024-07-11,29457.21,22.85,Ativo,36188.18
1679,38,Feminino,Nordeste,Agressivo,5272.74,190,Cripto Delta,Renda Fixa,1.9,Baixo,2023-12-21,27251.53,-6.75,Resgatado,25412.05
1680,45,Outro,Norte,Moderado,1793.18,100,FII Alpha,Renda Fixa,2.45,Médio,2025-07-07,44316.51,17.77,Resgatado,52191.55
1681,63,Feminino,Norte,moderado,4847.3,129,Renda Fixa Gama,Ações,1.24,Médio,2023-04-21,14354.55,41.49,Ativo,20310.25
1682,19,Feminino,Centro-Oeste,Moderado,1914.28,183,Renda Fixa Gama,FII,0.48,Baixo,2022-12-03,3554.77,24.1,Ativo,4411.47
1683,71,Feminino,Norte,Moderado,4351.35,123,Ação Beta,Ações,2.44,Médio,2022-07-16,21690.59,-2.66,Resgatado,21113.62
1684,60,F,Sudeste,Moderado,2996.0,145,Cripto Delta,Cripto,0.8,Médio,2024-09-21,45956.78,12.57,Ativo,51733.55
1685,18,M,Sudeste,moderado,7934.56,101,Renda Fixa Gama,Renda Fixa,1.08,Alto,2025-06-07,22245.96,35.39,Resgatado,30118.81
1686,68,M,Sul,Conservador,6750.91,114,FII Alpha,FII,0.29,Baixo,2022-04-10,14239.29,68.75,Resgatado,24028.8
1687,70,M,Sul,Agressivo,9846.55,128,FII Alpha,Ações,0.37,Baixo,2023-08-29,31115.55,16.61,Ativo,36283.84
1688,53,F,Sul,Conservador,3695.59,198,Ação Beta,Ações,0.62,Alto,2022-03-04,37008.61,33.24,Resgatado,49310.27
1689,68,Outro,Sudeste,Agressivo,6308.19,161,FII Alpha,FII,1.42,Baixo,2025-09-19,23406.46,70.19,Ativo,39835.45
1690,43,Feminino,Sul,Conservador,3242.57,112,FII Alpha,Renda Fixa,1.44,Baixo,2024-10-17,19311.37,62.52,Ativo,31384.84
1691,46,Outro,Sul,Moderado,4421.04,182,Ação Beta,FII,1.55,Alto,2024-06-28,18542.97,-9.61,Resgatado,16760.99
1692,38,F,Sudeste,Moderado,5001.33,164,Ação Beta,Cripto,1.5,Alto,2022-10-11,21354.97,9.79,Resgatado,23445.62
1693,28,M,Centro-Oeste,Agressivo,10934.12,144,FII Alpha,FII,1.29,Médio,2024-05-25,42212.24,56.76,Ativo,66171.91
1694,57,Feminino,Norte,moderado,6909.73,146,Cripto Delta,Cripto,2.03,Médio,2025-03-07,24386.74,50.41,Resgatado,36680.1
1695,28,Masculino,Nordeste,Conservador,5680.59,115,Cripto Delta,Renda Fixa,2.34,Alto,2023-06-22,16060.62,54.39,Resgatado,24795.99
1696,53,Masculino,Sudeste,Moderado,8697.52,102,Ação Beta,Ações,0.75,Baixo,2023-02-23,9524.59,-12.46,Ativo,8337.83
1697,66,Outro,Sudeste,Agressivo,7682.49,169,Cripto Delta,Cripto,0.41,Alto,2025-08-06,14489.5,20.61,Resgatado,17475.79
1698,56,M,Nordeste,Conservador,5859.79,194,Cripto Delta,Cripto,1.12,Alto,2024-09-17,23405.13,46.47,Resgatado,34281.49
1699,57,Masculino,Nordeste,Agressivo,7687.98,104,Cripto Delta,FII,0.16,Alto,2023-03-03,27616.79,14.65,Ativo,31662.65
1700,52,Outro,Sul,moderado,5235.6,125,Ação Beta,FII,2.22,Médio,2023-11-15,31263.72,32.09,Resgatado,41296.25
1701,71,F,Nordeste,moderado,13464.1,191,Cripto Delta,Ações,0.68,Alto,2024-01-21,4033.28,,Resgatado,6193.5
1702,51,Outro,Norte,Conservador,9050.03,114,FII Alpha,Renda Fixa,1.42,Baixo,2025-12-22,30851.96,25.4,Ativo,38688.36
1703,72,Outro,Norte,moderado,4983.52,172,FII Alpha,Cripto,0.38,Alto,2022-02-12,17923.66,37.13,Resgatado,24578.71
1704,64,Outro,Norte,Conservador,7898.11,154,Ação Beta,Ações,1.43,Alto,2025-08-24,13220.0,7.74,Resgatado,14243.23
1705,41,Feminino,Norte,Conservador,7372.23,121,Cripto Delta,Cripto,0.19,Alto,2022-05-27,16887.46,10.16,Ativo,18603.23
1706,71,Outro,Norte,moderado,6707.77,136,Renda Fixa Gama,Ações,1.95,Médio,2024-03-27,39331.04,-9.36,Resgatado,35649.65
1707,39,Outro,Sul,Agressivo,7286.96,184,Renda Fixa Gama,FII,2.39,Baixo,2023-01-16,40262.76,,Ativo,72110.6
1708,22,Feminino,Sudeste,Agressivo,3968.91,128,FII Alpha,FII,0.84,Baixo,2025-02-13,5636.02,36.77,Ativo,7708.38
1709,73,Feminino,Nordeste,Conservador,4912.36,125,FII Alpha,Renda Fixa,0.72,Médio,2024-04-23,24986.35,-8.61,Resgatado,22835.03
1710,50,F,Sudeste,Moderado,10146.73,169,Renda Fixa Gama,FII,1.18,Médio,2024-08-25,26710.17,,Ativo,23526.32
1711,53,M,Nordeste,Conservador,6510.05,110,Ação Beta,Ações,1.59,Médio,2025-05-15,1995.61,-4.86,Resgatado,1898.62
1712,64,Masculino,Sul,Agressivo,4249.37,199,Cripto Delta,Cripto,0.55,Baixo,2024-12-12,35994.63,,Resgatado,53617.6
1713,37,Masculino,Sul,Conservador,5649.55,119,Renda Fixa Gama,Ações,2.03,Baixo,2025-01-26,18656.3,24.87,Ativo,23296.12
1714,36,Outro,Centro-Oeste,Agressivo,4664.55,183,Cripto Delta,Renda Fixa,0.58,Alto,2024-11-17,21190.89,28.91,Resgatado,27317.18
1715,52,F,Centro-Oeste,moderado,8244.32,190,Renda Fixa Gama,FII,0.11,Baixo,2022-08-01,30691.45,46.57,Resgatado,67476.69
1716,69,Outro,Sul,Conservador,4597.9,169,FII Alpha,FII,1.36,Médio,2023-10-19,23712.55,50.19,Resgatado,35613.88
1717,60,Masculino,Sul,Conservador,6110.34,132,Cripto Delta,Cripto,0.38,Baixo,2024-01-27,37523.52,52.13,Ativo,57084.53
1718,34,Feminino,Nordeste,moderado,4343.7,129,Ação Beta,Renda Fixa,1.78,Baixo,2022-09-05,29995.0,-21.23,Ativo,23627.06
1719,62,M,Sul,moderado,11519.77,149,Cripto Delta,Renda Fixa,0.5,Baixo,2024-04-29,11688.73,61.57,Resgatado,18885.48
1720,60,F,Sudeste,Moderado,7573.05,133,Cripto Delta,FII,2.06,Baixo,2024-02-04,43589.15,-10.82,Ativo,38872.8
1721,51,Feminino,Nordeste,moderado,7473.99,104,Renda Fixa Gama,Renda Fixa,1.23,Alto,2025-09-17,11181.74,39.83,Resgatado,15635.43
1722,26,M,Sul,Moderado,7744.57,179,Ação Beta,Ações,1.46,Médio,2024-08-18,35819.87,,Resgatado,33957.24
1723,43,F,Nordeste,moderado,5013.45,111,FII Alpha,Renda Fixa,0.55,Baixo,2024-11-25,39714.36,60.88,Resgatado,63892.46
1724,19,F,Nordeste,Agressivo,9803.17,175,Cripto Delta,Ações,0.45,Médio,2025-05-05,34569.97,54.16,Ativo,53293.07
